DATEMONTHINT,STATION,PERIOD,RIDERS_PER_WEEKDAY,
201010,King Street,PM Peak,2937.6,
201010,L'Enfant Plaza,AM Peak,2910.3,
201010,L'Enfant Plaza,Evening,1670.1,
201010,L'Enfant Plaza,Late Night Peak,30.1,
201010,L'Enfant Plaza,Midday,3772.2,
201010,L'Enfant Plaza,PM Peak,13933.6,
201010,Landover,AM Peak,1690.8,
201010,Landover,Evening,122.4,
201010,Landover,Late Night Peak,6.5,
201010,Landover,Midday,427.5,
201010,Landover,PM Peak,209.2,
201010,Largo Town Center,AM Peak,3432.9,
201010,Largo Town Center,Evening,340.4,
201010,Largo Town Center,Late Night Peak,14.9,
201010,Largo Town Center,Midday,854.2,
201010,Largo Town Center,PM Peak,613,
201010,McPherson Square,AM Peak,1609.5,
201010,McPherson Square,Evening,2201.6,
201010,McPherson Square,Late Night Peak,74.7,
201010,McPherson Square,Midday,2759.6,
201010,McPherson Square,PM Peak,9939.9,
201010,Medical Center,AM Peak,1033.5,
201010,Medical Center,Evening,668.4,
201010,Medical Center,Late Night Peak,7.4,
201010,Medical Center,Midday,939.9,
201010,Medical Center,PM Peak,3062.6,
201010,Metro Center,AM Peak,1575,
201010,Metro Center,Evening,6123.6,
201010,Metro Center,Late Night Peak,177.3,
201010,Metro Center,Midday,5238.9,
201010,Metro Center,PM Peak,16642.9,
201010,Minnesota Avenue,AM Peak,1177.9,
201010,Minnesota Avenue,Evening,306.8,
201010,Minnesota Avenue,Late Night Peak,12.9,
201010,Minnesota Avenue,Midday,815.1,
201010,Minnesota Avenue,PM Peak,819,
201010,Morgan Blvd.,AM Peak,1159.9,
201010,Morgan Blvd.,Evening,77.5,
201010,Morgan Blvd.,Late Night Peak,1.8,
201010,Morgan Blvd.,Midday,285.4,
201010,Morgan Blvd.,PM Peak,193.5,
201010,Mt. Vernon Square-UDC,AM Peak,1082.4,
201010,Mt. Vernon Square-UDC,Evening,763.2,
201010,Mt. Vernon Square-UDC,Late Night Peak,36.1,
201010,Mt. Vernon Square-UDC,Midday,1344.2,
201010,Mt. Vernon Square-UDC,PM Peak,1933.8,
201010,Navy Yard,AM Peak,997.4,
201010,Navy Yard,Evening,449.2,
201010,Navy Yard,Late Night Peak,13.2,
201010,Navy Yard,Midday,1173.6,
201010,Navy Yard,PM Peak,3505.5,
201010,Naylor Road,AM Peak,1843.2,
201010,Naylor Road,Evening,219.9,
201010,Naylor Road,Late Night Peak,10.3,
201010,Naylor Road,Midday,626.7,
201010,Naylor Road,PM Peak,395.8,
201010,New Carrollton,AM Peak,6831.3,
201010,New Carrollton,Evening,438,
201010,New Carrollton,Late Night Peak,11.8,
201010,New Carrollton,Midday,1718.9,
201010,New Carrollton,PM Peak,1245.1,
201010,New York Ave,AM Peak,1260.4,
201010,New York Ave,Evening,598.8,
201010,New York Ave,Late Night Peak,36.4,
201010,New York Ave,Midday,1544.5,
201010,New York Ave,PM Peak,3108.6,
201010,Pentagon,AM Peak,7154.6,
201010,Pentagon,Evening,619.4,
201010,Pentagon,Late Night Peak,6,
201010,Pentagon,Midday,3258.7,
201010,Pentagon,PM Peak,6034.6,
201010,Pentagon City,AM Peak,5910.3,
201010,Pentagon City,Evening,2476.1,
201010,Pentagon City,Late Night Peak,54.6,
201010,Pentagon City,Midday,3763.4,
201010,Pentagon City,PM Peak,4678.9,
201010,Potomac Avenue,AM Peak,2088.4,
201010,Potomac Avenue,Evening,347.2,
201010,Potomac Avenue,Late Night Peak,17.6,
201010,Potomac Avenue,Midday,915.6,
201010,Potomac Avenue,PM Peak,656.4,
201010,Prince George's Plaza,AM Peak,2196.9,
201010,Prince George's Plaza,Evening,646.4,
201010,Prince George's Plaza,Late Night Peak,25.4,
201010,Prince George's Plaza,Midday,1303.3,
201010,Prince George's Plaza,PM Peak,1161.2,
201010,Reagan Washington National Airport,AM Peak,805.4,
201010,Reagan Washington National Airport,Evening,1518.4,
201010,Reagan Washington National Airport,Late Night Peak,26.5,
201010,Reagan Washington National Airport,Midday,2199.3,
201010,Reagan Washington National Airport,PM Peak,2100.2,
201010,Rhode Island Avenue,AM Peak,2084.4,
201010,Rhode Island Avenue,Evening,493.2,
201010,Rhode Island Avenue,Late Night Peak,15,
201010,Rhode Island Avenue,Midday,1314.2,
201010,Rhode Island Avenue,PM Peak,1230.6,
201010,Rockville,AM Peak,2430.7,
201010,Rockville,Evening,403.1,
201010,Rockville,Late Night Peak,10.7,
201010,Rockville,Midday,1046,
201010,Rockville,PM Peak,1081.9,
201010,Rosslyn,AM Peak,4715.1,
201010,Rosslyn,Evening,1913,
201010,Rosslyn,Late Night Peak,58.7,
201010,Rosslyn,Midday,3774.7,
201010,Rosslyn,PM Peak,7652.6,
201010,Shady Grove,AM Peak,10008.8,
201010,Shady Grove,Evening,432.5,
201010,Shady Grove,Late Night Peak,9.2,
201010,Shady Grove,Midday,2181.8,
201010,Shady Grove,PM Peak,1362.1,
201010,Shaw-Howard University,AM Peak,1202.6,
201010,Shaw-Howard University,Evening,784.7,
201010,Shaw-Howard University,Late Night Peak,45,
201010,Shaw-Howard University,Midday,1305.9,
201010,Shaw-Howard University,PM Peak,1749.5,
201010,Silver Spring,AM Peak,6044.1,
201010,Silver Spring,Evening,1260,
201010,Silver Spring,Late Night Peak,70.3,
201010,Silver Spring,Midday,2819.7,
201010,Silver Spring,PM Peak,3200.6,
201010,Smithsonian,AM Peak,344.8,
201010,Smithsonian,Evening,986.3,
201010,Smithsonian,Late Night Peak,17.7,
201010,Smithsonian,Midday,2340.1,
201010,Smithsonian,PM Peak,7697.1,
201010,Southern Avenue,AM Peak,3939.8,
201010,Southern Avenue,Evening,313.3,
201010,Southern Avenue,Late Night Peak,10.1,
201010,Southern Avenue,Midday,989.3,
201010,Southern Avenue,PM Peak,527.5,
201010,Stadium-Armory,AM Peak,1147.1,
201010,Stadium-Armory,Evening,272.4,
201010,Stadium-Armory,Late Night Peak,13.7,
201010,Stadium-Armory,Midday,801.9,
201010,Stadium-Armory,PM Peak,853.7,
201010,Suitland,AM Peak,3977.6,
201010,Suitland,Evening,354.1,
201010,Suitland,Late Night Peak,10.6,
201010,Suitland,Midday,1062.1,
201010,Suitland,PM Peak,1213.1,
201010,Takoma,AM Peak,3293.7,
201010,Takoma,Evening,435.9,
201010,Takoma,Late Night Peak,13.5,
201010,Takoma,Midday,1332,
201010,Takoma,PM Peak,1295.6,
201010,Tenleytown-AU,AM Peak,1919.5,
201010,Tenleytown-AU,Evening,1490.2,
201010,Tenleytown-AU,Late Night Peak,38.9,
201010,Tenleytown-AU,Midday,1725,
201010,Tenleytown-AU,PM Peak,2631.4,
201010,Twinbrook,AM Peak,2376.3,
201010,Twinbrook,Evening,324.1,
201010,Twinbrook,Late Night Peak,7.4,
201010,Twinbrook,Midday,1013.7,
201010,Twinbrook,PM Peak,1113.5,
201010,U Street-Cardozo,AM Peak,1955.1,
201010,U Street-Cardozo,Evening,1613.5,
201010,U Street-Cardozo,Late Night Peak,344.1,
201010,U Street-Cardozo,Midday,1366,
201010,U Street-Cardozo,PM Peak,1646.3,
201010,Union Station,AM Peak,9979.6,
201010,Union Station,Evening,4096,
201010,Union Station,Late Night Peak,113.8,
201010,Union Station,Midday,6015.6,
201010,Union Station,PM Peak,12517,
201010,Van Dorn Street,AM Peak,2420.1,
201010,Van Dorn Street,Evening,206.3,
201010,Van Dorn Street,Late Night Peak,11.6,
201010,Van Dorn Street,Midday,637.9,
201010,Van Dorn Street,PM Peak,465.7,
201010,Van Ness-UDC,AM Peak,2083.6,
201010,Van Ness-UDC,Evening,773.2,
201010,Van Ness-UDC,Late Night Peak,12.9,
201010,Van Ness-UDC,Midday,1485.3,
201010,Van Ness-UDC,PM Peak,1967.7,
201010,Vienna,AM Peak,10014.6,
201010,Vienna,Evening,573.7,
201010,Vienna,Late Night Peak,19.8,
201010,Vienna,Midday,1957.7,
201010,Vienna,PM Peak,1371.2,
201010,Virginia Square-GMU,AM Peak,1824.1,
201010,Virginia Square-GMU,Evening,424.4,
201010,Virginia Square-GMU,Late Night Peak,11.5,
201010,Virginia Square-GMU,Midday,763.6,
201010,Virginia Square-GMU,PM Peak,1200.9,
201010,Waterfront,AM Peak,1231.2,
201010,Waterfront,Evening,442.1,
201010,Waterfront,Late Night Peak,18.6,
201010,Waterfront,Midday,996.2,
201010,Waterfront,PM Peak,1246,
201010,West Falls Church,AM Peak,6915.7,
201010,West Falls Church,Evening,549.9,
201010,West Falls Church,Late Night Peak,6.5,
201010,West Falls Church,Midday,1679.8,
201010,West Falls Church,PM Peak,1765.9,
201010,West Hyattsville,AM Peak,2068.3,
201010,West Hyattsville,Evening,231.5,
201010,West Hyattsville,Late Night Peak,8.3,
201010,West Hyattsville,Midday,841,
201010,West Hyattsville,PM Peak,543.3,
201010,Wheaton,AM Peak,2284.8,
201010,Wheaton,Evening,435.2,
201010,Wheaton,Late Night Peak,10.1,
201010,Wheaton,Midday,953.8,
201010,Wheaton,PM Peak,730.8,
201010,White Flint,AM Peak,1662.1,
201010,White Flint,Evening,371.8,
201010,White Flint,Late Night Peak,11.5,
201010,White Flint,Midday,845.7,
201010,White Flint,PM Peak,1473.6,
201010,Woodley Park-Zoo,AM Peak,2829.7,
201010,Woodley Park-Zoo,Evening,975.8,
201010,Woodley Park-Zoo,Late Night Peak,178.2,
201010,Woodley Park-Zoo,Midday,1862.2,
201010,Woodley Park-Zoo,PM Peak,1692.1,
201011,Addison Road,AM Peak,2173.5,
201011,Addison Road,Evening,190.7,
201011,Addison Road,Late Night Peak,4.2,
201011,Addison Road,Midday,743.6,
201011,Addison Road,PM Peak,397.7,
201011,Anacostia,AM Peak,3054.9,
201011,Anacostia,Evening,537.6,
201011,Anacostia,Late Night Peak,22.5,
201011,Anacostia,Midday,1887.2,
201011,Anacostia,PM Peak,1599.7,
201011,Archives-Navy Memorial,AM Peak,346.7,
201011,Archives-Navy Memorial,Evening,1035.5,
201011,Archives-Navy Memorial,Late Night Peak,19.4,
201011,Archives-Navy Memorial,Midday,1625.2,
201011,Archives-Navy Memorial,PM Peak,5599.7,
201011,Arlington Cemetery,AM Peak,11.8,
201011,Arlington Cemetery,Evening,4,
201011,Arlington Cemetery,Midday,443.9,
201011,Arlington Cemetery,PM Peak,360.9,
201011,Ballston,AM Peak,4415.8,
201011,Ballston,Evening,1139.9,
201011,Ballston,Late Night Peak,53.9,
201011,Ballston,Midday,2198.9,
201011,Ballston,PM Peak,3897.4,
201011,Benning Road,AM Peak,1602.2,
201011,Benning Road,Evening,231.3,
201011,Benning Road,Late Night Peak,5.9,
201011,Benning Road,Midday,790.7,
201011,Benning Road,PM Peak,490.6,
201011,Bethesda,AM Peak,3144.7,
201011,Bethesda,Evening,1342.8,
201011,Bethesda,Late Night Peak,72.8,
201011,Bethesda,Midday,2025.1,
201011,Bethesda,PM Peak,3383.7,
201011,Braddock Road,AM Peak,2488,
201011,Braddock Road,Evening,224.3,
201011,Braddock Road,Late Night Peak,5.8,
201011,Braddock Road,Midday,732.5,
201011,Braddock Road,PM Peak,853.1,
201011,Branch Avenue,AM Peak,4696.7,
201011,Branch Avenue,Evening,209.1,
201011,Branch Avenue,Late Night Peak,3.6,
201011,Branch Avenue,Midday,822.7,
201011,Branch Avenue,PM Peak,583.9,
201011,Brookland,AM Peak,1958,
201011,Brookland,Evening,849.3,
201011,Brookland,Late Night Peak,18,
201011,Brookland,Midday,1725.8,
201011,Brookland,PM Peak,2485.3,
201011,Capitol Heights,AM Peak,1230.1,
201011,Capitol Heights,Evening,124.6,
201011,Capitol Heights,Late Night Peak,7.3,
201011,Capitol Heights,Midday,439,
201011,Capitol Heights,PM Peak,269.6,
201011,Capitol South,AM Peak,836.6,
201011,Capitol South,Evening,922.6,
201011,Capitol South,Late Night Peak,17.9,
201011,Capitol South,Midday,1677.1,
201011,Capitol South,PM Peak,4179.3,
201011,Cheverly,AM Peak,975.1,
201011,Cheverly,Evening,64.6,
201011,Cheverly,Late Night Peak,3.4,
201011,Cheverly,Midday,257.2,
201011,Cheverly,PM Peak,182.3,
201011,Clarendon,AM Peak,1630.9,
201011,Clarendon,Evening,647.8,
201011,Clarendon,Late Night Peak,107.6,
201011,Clarendon,Midday,717.7,
201011,Clarendon,PM Peak,835.5,
201011,Cleveland Park,AM Peak,2166.5,
201011,Cleveland Park,Evening,479.6,
201011,Cleveland Park,Late Night Peak,24.5,
201011,Cleveland Park,Midday,980.6,
201011,Cleveland Park,PM Peak,680.2,
201011,College Park-U of MD,AM Peak,1938.5,
201011,College Park-U of MD,Evening,506.5,
201011,College Park-U of MD,Late Night Peak,13.8,
201011,College Park-U of MD,Midday,1044.5,
201011,College Park-U of MD,PM Peak,1318.9,
201011,Columbia Heights,AM Peak,3944.6,
201011,Columbia Heights,Evening,1687.6,
201011,Columbia Heights,Late Night Peak,62.3,
201011,Columbia Heights,Midday,2737.5,
201011,Columbia Heights,PM Peak,3188.4,
201011,Congress Heights,AM Peak,1319.9,
201011,Congress Heights,Evening,208.1,
201011,Congress Heights,Late Night Peak,5.1,
201011,Congress Heights,Midday,669.7,
201011,Congress Heights,PM Peak,496,
201011,Court House,AM Peak,3211.1,
201011,Court House,Evening,633.3,
201011,Court House,Late Night Peak,21.7,
201011,Court House,Midday,1403.7,
201011,Court House,PM Peak,1821.4,
201011,Crystal City,AM Peak,3926.2,
201011,Crystal City,Evening,940.9,
201011,Crystal City,Late Night Peak,22.5,
201011,Crystal City,Midday,3020.6,
201011,Crystal City,PM Peak,6206.4,
201011,Deanwood,AM Peak,871.9,
201011,Deanwood,Evening,123.2,
201011,Deanwood,Late Night Peak,3,
201011,Deanwood,Midday,408.1,
201011,Deanwood,PM Peak,315.7,
201011,Dunn Loring,AM Peak,2872.3,
201011,Dunn Loring,Evening,265.9,
201011,Dunn Loring,Late Night Peak,5.7,
201011,Dunn Loring,Midday,935,
201011,Dunn Loring,PM Peak,842.1,
201011,Dupont Circle,AM Peak,4099.8,
201011,Dupont Circle,Evening,4413,
201011,Dupont Circle,Late Night Peak,325.5,
201011,Dupont Circle,Midday,4218.8,
201011,Dupont Circle,PM Peak,8112.3,
201011,East Falls Church,AM Peak,2152.7,
201011,East Falls Church,Evening,206.2,
201011,East Falls Church,Late Night Peak,10.2,
201011,East Falls Church,Midday,623,
201011,East Falls Church,PM Peak,522.7,
201011,Eastern Market,AM Peak,2199.1,
201011,Eastern Market,Evening,708.2,
201011,Eastern Market,Late Night Peak,34.5,
201011,Eastern Market,Midday,1360.8,
201011,Eastern Market,PM Peak,1516.8,
201011,Eisenhower Avenue,AM Peak,766.8,
201011,Eisenhower Avenue,Evening,166.3,
201011,Eisenhower Avenue,Late Night Peak,10.2,
201011,Eisenhower Avenue,Midday,397.6,
201011,Eisenhower Avenue,PM Peak,603.1,
201011,Farragut North,AM Peak,1025.6,
201011,Farragut North,Evening,3616.4,
201011,Farragut North,Late Night Peak,101.1,
201011,Farragut North,Midday,3791.3,
201011,Farragut North,PM Peak,14202.6,
201011,Farragut West,AM Peak,1210.5,
201011,Farragut West,Evening,3516,
201011,Farragut West,Late Night Peak,96.5,
201011,Farragut West,Midday,3493.5,
201011,Farragut West,PM Peak,13147.8,
201011,Federal Center SW,AM Peak,395.7,
201011,Federal Center SW,Evening,372.5,
201011,Federal Center SW,Late Night Peak,5,
201011,Federal Center SW,Midday,1085,
201011,Federal Center SW,PM Peak,3718.9,
201011,Federal Triangle,AM Peak,204.9,
201011,Federal Triangle,Evening,867.9,
201011,Federal Triangle,Late Night Peak,9.6,
201011,Federal Triangle,Midday,1736.1,
201011,Federal Triangle,PM Peak,6869.9,
201011,Foggy Bottom,AM Peak,2107.6,
201011,Foggy Bottom,Evening,4291.5,
201011,Foggy Bottom,Late Night Peak,124.5,
201011,Foggy Bottom,Midday,4011.1,
201011,Foggy Bottom,PM Peak,10190.4,
201011,Forest Glen,AM Peak,1530.5,
201011,Forest Glen,Evening,85.9,
201011,Forest Glen,Late Night Peak,3.3,
201011,Forest Glen,Midday,375.4,
201011,Forest Glen,PM Peak,274.9,
201011,Fort Totten,AM Peak,3439.1,
201011,Fort Totten,Evening,538.3,
201011,Fort Totten,Late Night Peak,14.3,
201011,Fort Totten,Midday,1541.3,
201011,Fort Totten,PM Peak,1324.5,
201011,Franconia-Springfield,AM Peak,6429.6,
201011,Franconia-Springfield,Evening,306.5,
201011,Franconia-Springfield,Late Night Peak,4.1,
201011,Franconia-Springfield,Midday,1534.1,
201011,Franconia-Springfield,PM Peak,845.2,
201011,Friendship Heights,AM Peak,3196.9,
201011,Friendship Heights,Evening,1200.1,
201011,Friendship Heights,Late Night Peak,36.1,
201011,Friendship Heights,Midday,2138.7,
201011,Friendship Heights,PM Peak,2702.4,
201011,Gallery Place-Chinatown,AM Peak,1589.7,
201011,Gallery Place-Chinatown,Evening,8104.2,
201011,Gallery Place-Chinatown,Late Night Peak,391,
201011,Gallery Place-Chinatown,Midday,4246.4,
201011,Gallery Place-Chinatown,PM Peak,10761.9,
201011,Georgia Avenue-Petworth,AM Peak,2190.6,
201011,Georgia Avenue-Petworth,Evening,582.3,
201011,Georgia Avenue-Petworth,Late Night Peak,20.1,
201011,Georgia Avenue-Petworth,Midday,1301.3,
201011,Georgia Avenue-Petworth,PM Peak,1351.6,
201011,Glenmont,AM Peak,3974.8,
201011,Glenmont,Evening,204.2,
201011,Glenmont,Late Night Peak,5.3,
201011,Glenmont,Midday,915.8,
201011,Glenmont,PM Peak,559.2,
201011,Greenbelt,AM Peak,4138,
201011,Greenbelt,Evening,375.4,
201011,Greenbelt,Late Night Peak,6.2,
201011,Greenbelt,Midday,1235.4,
201011,Greenbelt,PM Peak,967.2,
201011,Grosvenor,AM Peak,3609.9,
201011,Grosvenor,Evening,271,
201011,Grosvenor,Late Night Peak,8.4,
201011,Grosvenor,Midday,881.3,
201011,Grosvenor,PM Peak,774.1,
201011,Huntington,AM Peak,6125.8,
201011,Huntington,Evening,260.1,
201011,Huntington,Late Night Peak,6.4,
201011,Huntington,Midday,1327.2,
201011,Huntington,PM Peak,775.7,
201011,Judiciary Square,AM Peak,482.7,
201011,Judiciary Square,Evening,833.1,
201011,Judiciary Square,Late Night Peak,18.2,
201011,Judiciary Square,Midday,2225.3,
201011,Judiciary Square,PM Peak,5896.3,
201011,King Street,AM Peak,2800.5,
201011,King Street,Evening,941.8,
201011,King Street,Late Night Peak,32.7,
201011,King Street,Midday,1738,
201011,King Street,PM Peak,2789.3,
201011,L'Enfant Plaza,AM Peak,2782.1,
201011,L'Enfant Plaza,Evening,1432.7,
201011,L'Enfant Plaza,Late Night Peak,16.8,
201011,L'Enfant Plaza,Midday,3762.9,
201011,L'Enfant Plaza,PM Peak,12939.3,
201011,Landover,AM Peak,1596.6,
201011,Landover,Evening,109.4,
201011,Landover,Late Night Peak,3.7,
201011,Landover,Midday,435.8,
201011,Landover,PM Peak,216.1,
201011,Largo Town Center,AM Peak,3257.6,
201011,Largo Town Center,Evening,316.8,
201011,Largo Town Center,Late Night Peak,21.3,
201011,Largo Town Center,Midday,835,
201011,Largo Town Center,PM Peak,597,
201011,McPherson Square,AM Peak,1550.5,
201011,McPherson Square,Evening,1948.4,
201011,McPherson Square,Late Night Peak,62.2,
201011,McPherson Square,Midday,2669.8,
201011,McPherson Square,PM Peak,9327.3,
201011,Medical Center,AM Peak,974,
201011,Medical Center,Evening,610.5,
201011,Medical Center,Late Night Peak,4.4,
201011,Medical Center,Midday,901.1,
201011,Medical Center,PM Peak,2953,
201011,Metro Center,AM Peak,1606.9,
201011,Metro Center,Evening,5524.2,
201011,Metro Center,Late Night Peak,140.6,
201011,Metro Center,Midday,5005.2,
201011,Metro Center,PM Peak,15444.2,
201011,Minnesota Avenue,AM Peak,1149.2,
201011,Minnesota Avenue,Evening,265.4,
201011,Minnesota Avenue,Late Night Peak,7.1,
201011,Minnesota Avenue,Midday,805.7,
201011,Minnesota Avenue,PM Peak,817.5,
201011,Morgan Blvd.,AM Peak,1105.8,
201011,Morgan Blvd.,Evening,346.9,
201011,Morgan Blvd.,Late Night Peak,108.6,
201011,Morgan Blvd.,Midday,278.8,
201011,Morgan Blvd.,PM Peak,183,
201011,Mt. Vernon Square-UDC,AM Peak,1031.9,
201011,Mt. Vernon Square-UDC,Evening,554,
201011,Mt. Vernon Square-UDC,Late Night Peak,28.6,
201011,Mt. Vernon Square-UDC,Midday,731.8,
201011,Mt. Vernon Square-UDC,PM Peak,1164.8,
201011,Navy Yard,AM Peak,916.7,
201011,Navy Yard,Evening,388,
201011,Navy Yard,Late Night Peak,8.3,
201011,Navy Yard,Midday,1111.5,
201011,Navy Yard,PM Peak,3296,
201011,Naylor Road,AM Peak,1752.4,
201011,Naylor Road,Evening,204.5,
201011,Naylor Road,Late Night Peak,9.6,
201011,Naylor Road,Midday,609.9,
201011,Naylor Road,PM Peak,390.2,
201011,New Carrollton,AM Peak,6413.5,
201011,New Carrollton,Evening,417.7,
201011,New Carrollton,Late Night Peak,6.9,
201011,New Carrollton,Midday,1679,
201011,New Carrollton,PM Peak,1197,
201011,New York Ave,AM Peak,1188.7,
201011,New York Ave,Evening,518.3,
201011,New York Ave,Late Night Peak,24,
201011,New York Ave,Midday,1545.1,
201011,New York Ave,PM Peak,3220.9,
201011,Pentagon,AM Peak,6704.8,
201011,Pentagon,Evening,553.2,
201011,Pentagon,Late Night Peak,3.9,
201011,Pentagon,Midday,3019,
201011,Pentagon,PM Peak,5725.8,
201011,Pentagon City,AM Peak,5549.2,
201011,Pentagon City,Evening,2215.5,
201011,Pentagon City,Late Night Peak,27.4,
201011,Pentagon City,Midday,3549,
201011,Pentagon City,PM Peak,4515.9,
201011,Potomac Avenue,AM Peak,2059.1,
201011,Potomac Avenue,Evening,312.3,
201011,Potomac Avenue,Late Night Peak,9.8,
201011,Potomac Avenue,Midday,903.5,
201011,Potomac Avenue,PM Peak,659.7,
201011,Prince George's Plaza,AM Peak,2071.2,
201011,Prince George's Plaza,Evening,591.8,
201011,Prince George's Plaza,Late Night Peak,16.4,
201011,Prince George's Plaza,Midday,1270.6,
