"Group.1","Group.2","Group.3","x"
20002,"Monday","04",1.26402422240573
20003,"Monday","04",1.15907692307692
20004,"Monday","04",1.26583333333333
20005,"Monday","04",1.64891485809683
20006,"Monday","04",1.41166077738516
20007,"Monday","04",1.31707317073171
20008,"Monday","04",1.40546471600688
20009,"Monday","04",1.78578708946772
20010,"Monday","04",1.48870967741935
20011,"Monday","04",1.14243716337522
20012,"Monday","04",1.079375
20015,"Monday","04",1.09653409090909
20016,"Monday","04",1.2706013363029
20017,"Monday","04",1.26502115655853
20018,"Monday","04",1.25151515151515
20019,"Monday","04",1.19688572182634
20020,"Monday","04",1.13989286721173
20024,"Monday","04",1.10402761795167
20032,"Monday","04",1.25786054569078
20036,"Monday","04",1.6625
20037,"Monday","04",1.58699551569507
20217,"Monday","04",1.32375
20373,"Monday","04",1.11967213114754
20392,"Monday","04",1.31854838709677
20540,"Monday","04",1.12125
20001,"Saturday","04",1.1450243902439
20002,"Saturday","04",1.03627397260274
20003,"Saturday","04",1.01531393568147
20004,"Saturday","04",1.025
20005,"Saturday","04",1.16855241264559
20006,"Saturday","04",1.06619217081851
20007,"Saturday","04",1.10699677072121
20008,"Saturday","04",1.0973401973402
20009,"Saturday","04",1.23052749719416
20010,"Saturday","04",1.13204373423045
20011,"Saturday","04",1.03668984077147
20012,"Saturday","04",1.01767857142857
20015,"Saturday","04",1.02217168845935
20016,"Saturday","04",1.04753246753247
20017,"Saturday","04",1.06043417366947
20018,"Saturday","04",1.04323621227888
20019,"Saturday","04",1.00802110817942
20020,"Saturday","04",1.00827046661079
20024,"Saturday","04",1.01255656108597
20032,"Saturday","04",1.01622212505466
20036,"Saturday","04",1.18875
20037,"Saturday","04",1.18367346938776
20217,"Saturday","04",1.039375
20373,"Saturday","04",1
20392,"Saturday","04",1.10573770491803
20540,"Saturday","04",1.003125
20001,"Sunday","04",1.14628460417678
20002,"Sunday","04",1.04494688095887
20003,"Sunday","04",1.01854304635762
20004,"Sunday","04",1.05645161290323
20005,"Sunday","04",1.17682119205298
20006,"Sunday","04",1.09065743944637
20007,"Sunday","04",1.052
20008,"Sunday","04",1.08150214592275
20009,"Sunday","04",1.2125
20010,"Sunday","04",1.12071846282373
20011,"Sunday","04",1.03693895870736
20012,"Sunday","04",1.01473214285714
20015,"Sunday","04",1.02613636363636
20016,"Sunday","04",1.04253593807593
20017,"Sunday","04",1.05635980323261
20018,"Sunday","04",1.05984415584416
20019,"Sunday","04",1.01935904116727
20020,"Sunday","04",1.0150181108944
20024,"Sunday","04",1.01841807909605
20032,"Sunday","04",1.01496365968363
20036,"Sunday","04",1.169375
20037,"Sunday","04",1.15167037861915
20217,"Sunday","04",1.08875
20373,"Sunday","04",1.0088
20392,"Sunday","04",1.02520325203252
20540,"Sunday","04",1.01125
20001,"Thursday","04",1.1638188976378
20002,"Thursday","04",1.12711564023039
20003,"Thursday","04",1.08504326328801
20004,"Thursday","04",1.05986394557823
20005,"Thursday","04",1.13771812080537
20006,"Thursday","04",1.08134110787172
20007,"Thursday","04",1.24268826619965
20008,"Thursday","04",1.15830461750517
20009,"Thursday","04",1.27038391224863
20010,"Thursday","04",1.19434092477571
20011,"Thursday","04",1.07629922675778
20012,"Thursday","04",1.04410293066476
20015,"Thursday","04",1.05227272727273
20016,"Thursday","04",1.15370813397129
20017,"Thursday","04",1.10276836158192
20018,"Thursday","04",1.07424819991529
20019,"Thursday","04",1.09327066866054
20020,"Thursday","04",1.0741214057508
20024,"Thursday","04",1.04117647058824
20032,"Thursday","04",1.14379432624113
20036,"Thursday","04",1.1975
20037,"Thursday","04",1.1952380952381
20217,"Thursday","04",1.071
20373,"Thursday","04",1.08095238095238
20392,"Thursday","04",1.3261744966443
20540,"Thursday","04",1.0635
20001,"Tuesday","04",1.3303431372549
20002,"Tuesday","04",1.2040765391015
20003,"Tuesday","04",1.2206560738083
20004,"Tuesday","04",1.18360655737705
20005,"Tuesday","04",1.38430717863105
20006,"Tuesday","04",1.25591397849462
20007,"Tuesday","04",1.24892915980231
20008,"Tuesday","04",1.28702026735662
20009,"Tuesday","04",1.47519908987486
20010,"Tuesday","04",1.31296610169492
20011,"Tuesday","04",1.13631874298541
20012,"Tuesday","04",1.10803571428571
20015,"Tuesday","04",1.15952245594088
20016,"Tuesday","04",1.22205166604268
20017,"Tuesday","04",1.16871035940803
20018,"Tuesday","04",1.13111814345992
20019,"Tuesday","04",1.19229943654414
20020,"Tuesday","04",1.18214992927864
20024,"Tuesday","04",1.11581920903955
20032,"Tuesday","04",1.12282855843565
20036,"Tuesday","04",1.389375
20037,"Tuesday","04",1.36278538812785
20217,"Tuesday","04",1.25
20373,"Tuesday","04",1.07456140350877
20392,"Tuesday","04",1.28275862068966
20540,"Tuesday","04",1.236875
20001,"Wednesday","04",1.0839530332681
20002,"Wednesday","04",1.02066024759285
20003,"Wednesday","04",1.02020618556701
20004,"Wednesday","04",1.02280701754386
20005,"Wednesday","04",1.12354892205638
20006,"Wednesday","04",1.05406360424028
20007,"Wednesday","04",1.04346422807961
20008,"Wednesday","04",1.06719690455718
20009,"Wednesday","04",1.15065082059989
20010,"Wednesday","04",1.12017316017316
20011,"Wednesday","04",1.03708042351881
20012,"Wednesday","04",1.03821428571429
20015,"Wednesday","04",1.038125
20016,"Wednesday","04",1.03823200298396
20017,"Wednesday","04",1.03295454545455
20018,"Wednesday","04",1.01842385516507
20019,"Wednesday","04",1.06808905380334
20020,"Wednesday","04",1.04350538854226
20024,"Wednesday","04",1.02367816091954
20032,"Wednesday","04",1.04997811816193
20036,"Wednesday","04",1.104375
20037,"Wednesday","04",1.0631221719457
20217,"Wednesday","04",1.049375
20373,"Wednesday","04",1.01967213114754
20392,"Wednesday","04",1.0741935483871
20540,"Wednesday","04",1.014375
20001,"Friday","05",1.26727451946772
20002,"Friday","05",1.25925207756233
20003,"Friday","05",1.24876923076923
20004,"Friday","05",1.08739495798319
20005,"Friday","05",1.2566610455312
20006,"Friday","05",1.1505376344086
20007,"Friday","05",1.31333333333333
20008,"Friday","05",1.27954052882531
20009,"Friday","05",1.3694110920526
20010,"Friday","05",1.37641025641026
20011,"Friday","05",1.2098202247191
20012,"Friday","05",1.16544642857143
20015,"Friday","05",1.13676136363636
20016,"Friday","05",1.24502440856177
20017,"Friday","05",1.25214940098661
20018,"Friday","05",1.17888888888889
20019,"Friday","05",1.28609022556391
20020,"Friday","05",1.26867401752898
20024,"Friday","05",1.128
20032,"Friday","05",1.27922077922078
20036,"Friday","05",1.345625
20037,"Friday","05",1.2837528604119
20217,"Friday","05",1.159375
20373,"Friday","05",1.16198347107438
20392,"Friday","05",1.43140495867769
20540,"Friday","05",1.174375
20001,"Monday","05",1.75605689063266
20002,"Monday","05",1.66488062187674
20003,"Monday","05",1.48931140801644
20004,"Monday","05",1.27394957983193
20005,"Monday","05",1.69850249584027
20006,"Monday","05",1.45302491103203
20007,"Monday","05",1.59105291871249
20008,"Monday","05",1.63777395788569
20009,"Monday","05",1.91300675675676
20010,"Monday","05",1.86426146010187
20011,"Monday","05",1.5034088360619
20012,"Monday","05",1.32776785714286
20015,"Monday","05",1.34670454545455
20016,"Monday","05",1.55855922762718
20017,"Monday","05",1.59571328179902
20018,"Monday","05",1.5431289640592
20019,"Monday","05",1.58844813722862
20020,"Monday","05",1.65071306332002
20024,"Monday","05",1.26423690205011
20032,"Monday","05",1.57732919254658
20036,"Monday","05",1.818125
20037,"Monday","05",1.6395881006865
20217,"Monday","05",1.438125
20373,"Monday","05",1.31404958677686
20392,"Monday","05",1.61463414634146
20540,"Monday","05",1.45625
20001,"Saturday","05",1.22900726392252
20002,"Saturday","05",1.16378555798687
20003,"Saturday","05",1.12135922330097
20004,"Saturday","05",1.06583333333333
20005,"Saturday","05",1.23189368770764
20006,"Saturday","05",1.09785714285714
20007,"Saturday","05",1.15370967741935
20008,"Saturday","05",1.2613665663945
20009,"Saturday","05",1.37183098591549
20010,"Saturday","05",1.3530315969257
20011,"Saturday","05",1.18235558552484
20012,"Saturday","05",1.12392857142857
20015,"Saturday","05",1.17448863636364
20016,"Saturday","05",1.20178306092125
20017,"Saturday","05",1.22863187588152
20018,"Saturday","05",1.17683054393305
20019,"Saturday","05",1.12174940898345
20020,"Saturday","05",1.09109436069235
20024,"Saturday","05",1.05837104072398
20032,"Saturday","05",1.12452006980803
20036,"Saturday","05",1.269375
20037,"Saturday","05",1.22911963882619
20217,"Saturday","05",1.08
20373,"Saturday","05",1.03934426229508
20392,"Saturday","05",1.1968253968254
20540,"Saturday","05",1.049375
20001,"Sunday","05",1.26930548810102
20002,"Sunday","05",1.10742262393865
20003,"Sunday","05",1.06760347470618
20004,"Sunday","05",1.07520661157025
20005,"Sunday","05",1.26930693069307
20006,"Sunday","05",1.13391608391608
20007,"Sunday","05",1.12292002147075
20008,"Sunday","05",1.11031814273431
20009,"Sunday","05",1.31438240270728
20010,"Sunday","05",1.21815856777494
20011,"Sunday","05",1.09845013477089
20012,"Sunday","05",1.03419642857143
20015,"Sunday","05",1.03630681818182
20016,"Sunday","05",1.09152668906308
20017,"Sunday","05",1.11180212014134
20018,"Sunday","05",1.09231983166754
20019,"Sunday","05",1.20020936927506
20020,"Sunday","05",1.07651685393258
20024,"Sunday","05",1.05244596131968
20032,"Sunday","05",1.09995642701525
20036,"Sunday","05",1.2775
20037,"Sunday","05",1.19280898876404
20217,"Sunday","05",1.141875
20373,"Sunday","05",1.04098360655738
20392,"Sunday","05",1.11693548387097
20540,"Sunday","05",1.051875
20001,"Thursday","05",1.16684803731053
20002,"Thursday","05",1.12861524978089
20003,"Thursday","05",1.09362484675112
20004,"Thursday","05",1.04315068493151
20005,"Thursday","05",1.12662251655629
20006,"Thursday","05",1.06448863636364
20007,"Thursday","05",1.21216041397154
20008,"Thursday","05",1.1790521978022
20009,"Thursday","05",1.23234100135318
20010,"Thursday","05",1.24407582938389
20011,"Thursday","05",1.15347583977007
20012,"Thursday","05",1.074
20015,"Thursday","05",1.09095454545455
20016,"Thursday","05",1.19777580071174
20017,"Thursday","05",1.11957255343082
20018,"Thursday","05",1.09516400336417
20019,"Thursday","05",1.13198987128086
20020,"Thursday","05",1.124784189005
20024,"Thursday","05",1.062
20032,"Thursday","05",1.125
20036,"Thursday","05",1.104
20037,"Thursday","05",1.10307971014493
20217,"Thursday","05",1.0625
20373,"Thursday","05",1.07142857142857
20392,"Thursday","05",1.32679738562091
20540,"Thursday","05",1.055
20001,"Tuesday","05",1.40014742014742
20002,"Tuesday","05",1.34224881714445
20003,"Tuesday","05",1.33359013867488
20004,"Tuesday","05",1.24827586206897
20005,"Tuesday","05",1.39514237855946
20006,"Tuesday","05",1.24512635379061
20007,"Tuesday","05",1.40175631174533
20008,"Tuesday","05",1.4012084592145
20009,"Tuesday","05",1.50935005701254
20010,"Tuesday","05",1.49580184718724
20011,"Tuesday","05",1.31408071748879
20012,"Tuesday","05",1.24919642857143
20015,"Tuesday","05",1.27454545454545
20016,"Tuesday","05",1.43600746268657
20017,"Tuesday","05",1.35816398037842
20018,"Tuesday","05",1.29914757591902
20019,"Tuesday","05",1.41131514987848
20020,"Tuesday","05",1.35747356387539
20024,"Tuesday","05",1.19366359447005
20032,"Tuesday","05",1.36556561085973
20036,"Tuesday","05",1.39875
20037,"Tuesday","05",1.33485193621868
20217,"Tuesday","05",1.306875
20373,"Tuesday","05",1.19827586206897
20392,"Tuesday","05",1.46638655462185
20540,"Tuesday","05",1.273125
20001,"Wednesday","05",1.12745567800671
20002,"Wednesday","05",1.08165584415584
20003,"Wednesday","05",1.079633401222
20004,"Wednesday","05",1.03666666666667
20005,"Wednesday","05",1.11050903119869
20006,"Wednesday","05",1.07847222222222
20007,"Wednesday","05",1.10826315789474
20008,"Wednesday","05",1.13817870884994
20009,"Wednesday","05",1.23281596452328
20010,"Wednesday","05",1.23266331658291
20011,"Wednesday","05",1.09325842696629
20012,"Wednesday","05",1.05330357142857
20015,"Wednesday","05",1.06151222285389
20016,"Wednesday","05",1.11157817109145
20017,"Wednesday","05",1.09483368719037
20018,"Wednesday","05",1.07467362924282
20019,"Wednesday","05",1.15226091476091
20020,"Wednesday","05",1.13883953359245
20024,"Wednesday","05",1.05869074492099
20032,"Wednesday","05",1.13737113402062
20036,"Wednesday","05",1.163125
20037,"Wednesday","05",1.09042316258352
20217,"Wednesday","05",1.04528301886792
20373,"Wednesday","05",1.05873015873016
20392,"Wednesday","05",1.17952755905512
20540,"Wednesday","05",1.12875
20001,"Friday","06",1.1312766967252
20002,"Friday","06",1.1496140537663
20003,"Friday","06",1.10946626384693
20004,"Friday","06",1.02769230769231
20005,"Friday","06",1.11778140293638
20006,"Friday","06",1.06745762711864
20007,"Friday","06",1.17074688796681
20008,"Friday","06",1.19820895522388
20009,"Friday","06",1.2470685840708
20010,"Friday","06",1.22828618968386
20011,"Friday","06",1.14140870345446
20012,"Friday","06",1.10508928571429
20015,"Friday","06",1.11261363636364
20016,"Friday","06",1.17314680232558
20017,"Friday","06",1.12935393258427
20018,"Friday","06",1.10507952796306
20019,"Friday","06",1.17182165605096
20020,"Friday","06",1.19236413043478
20024,"Friday","06",1.05387168141593
20032,"Friday","06",1.13743718592965
20036,"Friday","06",1.168125
20037,"Friday","06",1.10725274725275
20217,"Friday","06",1.0775
20373,"Friday","06",1.03712121212121
20392,"Friday","06",1.21287878787879
20540,"Friday","06",1.07875
20001,"Monday","06",1.47482826300294
20002,"Monday","06",1.47801047120419
20003,"Monday","06",1.43246421267894
20004,"Monday","06",1.26186440677966
20005,"Monday","06",1.48523489932886
20006,"Monday","06",1.37446808510638
20007,"Monday","06",1.55363735070575
20008,"Monday","06",1.58624247635426
20009,"Monday","06",1.68870601589103
20010,"Monday","06",1.67091062394604
20011,"Monday","06",1.41200628366248
20012,"Monday","06",1.28785714285714
20015,"Monday","06",1.32034090909091
20016,"Monday","06",1.524148259079
20017,"Monday","06",1.47501759324419
20018,"Monday","06",1.45139694254085
20019,"Monday","06",1.67284768211921
20020,"Monday","06",1.60375982042649
20024,"Monday","06",1.2710911136108
20032,"Monday","06",1.60981946279172
20036,"Monday","06",1.580625
20037,"Monday","06",1.44036281179138
20217,"Monday","06",1.23625
20373,"Monday","06",1.4015873015873
20392,"Monday","06",1.78606557377049
20540,"Monday","06",1.373125
20001,"Saturday","06",1.29266732283465
20002,"Saturday","06",1.23474178403756
20003,"Saturday","06",1.23357215967247
20004,"Saturday","06",1.08974358974359
20005,"Saturday","06",1.321
20006,"Saturday","06",1.17634408602151
20007,"Saturday","06",1.28180327868852
20008,"Saturday","06",1.37335924006908
20009,"Saturday","06",1.42670842824601
20010,"Saturday","06",1.37669491525424
20011,"Saturday","06",1.23468013468013
20012,"Saturday","06",1.15080357142857
20015,"Saturday","06",1.194375
20016,"Saturday","06",1.28598797896319
20017,"Saturday","06",1.33680506685433
20018,"Saturday","06",1.24687830687831
20019,"Saturday","06",1.43978751660027
20020,"Saturday","06",1.31019541206457
20024,"Saturday","06",1.10921501706485
20032,"Saturday","06",1.19320214669052
20036,"Saturday","06",1.40625
20037,"Saturday","06",1.29909502262443
20217,"Saturday","06",1.146875
20373,"Saturday","06",1.1140350877193
20392,"Saturday","06",1.3228813559322
20540,"Saturday","06",1.185625
20001,"Sunday","06",1.55758166747928
20002,"Sunday","06",1.46159559834938
20003,"Sunday","06",1.414681724846
20004,"Sunday","06",1.37768595041322
20005,"Sunday","06",1.53272425249169
20006,"Sunday","06",1.40975609756098
20007,"Sunday","06",1.3995145631068
20008,"Sunday","06",1.32364341085271
20009,"Sunday","06",1.56988700564972
20010,"Sunday","06",1.4727349703641
20011,"Sunday","06",1.28884149079479
20012,"Sunday","06",1.25875
20015,"Sunday","06",1.14681818181818
20016,"Sunday","06",1.27518573551263
20017,"Sunday","06",1.3106563161609
20018,"Sunday","06",1.38827549947424
20019,"Sunday","06",1.55547040169133
20020,"Sunday","06",1.55553989286721
20024,"Sunday","06",1.29965909090909
20032,"Sunday","06",1.69596668128014
20036,"Sunday","06",1.498125
20037,"Sunday","06",1.45684931506849
20217,"Sunday","06",1.315
20373,"Sunday","06",1.56190476190476
20392,"Sunday","06",1.53658536585366
20540,"Sunday","06",1.455625
20001,"Thursday","06",1.13929133858268
20002,"Thursday","06",1.14379416961131
20003,"Thursday","06",1.11185397867104
20004,"Thursday","06",1.02605633802817
20005,"Thursday","06",1.1059379217274
20006,"Thursday","06",1.04441260744986
20007,"Thursday","06",1.15304690925033
20008,"Thursday","06",1.17979972375691
20009,"Thursday","06",1.19676832043696
20010,"Thursday","06",1.19897189856066
20011,"Thursday","06",1.11709770114943
20012,"Thursday","06",1.06225875625447
20015,"Thursday","06",1.08563636363636
20016,"Thursday","06",1.16719783523752
20017,"Thursday","06",1.1096338028169
20018,"Thursday","06",1.09571125265393
20019,"Thursday","06",1.14049710734947
20020,"Thursday","06",1.12822890748699
20024,"Thursday","06",1.05279560036664
20032,"Thursday","06",1.08904643743353
20036,"Thursday","06",1.1085
20037,"Thursday","06",1.06844036697248
20217,"Thursday","06",1.0635
20373,"Thursday","06",1.04026845637584
20392,"Thursday","06",1.23378378378378
20540,"Thursday","06",1.052
20001,"Tuesday","06",1.25103244837758
20002,"Tuesday","06",1.25552470849528
20003,"Tuesday","06",1.21069214876033
20004,"Tuesday","06",1.06216216216216
20005,"Tuesday","06",1.21831932773109
20006,"Tuesday","06",1.11098901098901
20007,"Tuesday","06",1.27020810514786
20008,"Tuesday","06",1.29047003018542
20009,"Tuesday","06",1.31323863636364
20010,"Tuesday","06",1.29268292682927
20011,"Tuesday","06",1.2522869955157
20012,"Tuesday","06",1.2025
20015,"Tuesday","06",1.22170454545455
20016,"Tuesday","06",1.31274289985052
20017,"Tuesday","06",1.22773876404494
20018,"Tuesday","06",1.17971398305085
20019,"Tuesday","06",1.26672060409924
20020,"Tuesday","06",1.22453425050158
20024,"Tuesday","06",1.09267734553776
20032,"Tuesday","06",1.18291814946619
20036,"Tuesday","06",1.241875
20037,"Tuesday","06",1.19400921658986
20217,"Tuesday","06",1.115
20373,"Tuesday","06",1.1
20392,"Tuesday","06",1.30243902439024
20540,"Tuesday","06",1.1375
20001,"Wednesday","06",1.10974057758199
20002,"Wednesday","06",1.12197469746975
20003,"Wednesday","06",1.12033639143731
20004,"Wednesday","06",1.01282051282051
20005,"Wednesday","06",1.08806722689076
20006,"Wednesday","06",1.04657039711191
20007,"Wednesday","06",1.12421281216069
20008,"Wednesday","06",1.1823073611709
20009,"Wednesday","06",1.16461277557942
20010,"Wednesday","06",1.17156357388316
20011,"Wednesday","06",1.13634727845254
20012,"Wednesday","06",1.074375
20015,"Wednesday","06",1.11988636363636
20016,"Wednesday","06",1.14744498321522
20017,"Wednesday","06",1.14242209631728
20018,"Wednesday","06",1.07432072456047
20019,"Wednesday","06",1.17416954557534
20020,"Wednesday","06",1.15672399210601
20024,"Wednesday","06",1.04625850340136
20032,"Wednesday","06",1.09697235629662
20036,"Wednesday","06",1.0625
20037,"Wednesday","06",1.05192743764172
20217,"Wednesday","06",1.051875
20373,"Wednesday","06",1.03613445378151
20392,"Wednesday","06",1.18852459016393
20540,"Wednesday","06",1.07125
20001,"Friday","07",1.43830395426394
20002,"Friday","07",1.52214477211796
20003,"Friday","07",1.40441545408931
20004,"Friday","07",1.11968503937008
20005,"Friday","07",1.38003273322422
20006,"Friday","07",1.25567010309278
20007,"Friday","07",1.47170603674541
20008,"Friday","07",1.51479744136461
20009,"Friday","07",1.49706533776301
20010,"Friday","07",1.48887043189369
20011,"Friday","07",1.4241765628501
20012,"Friday","07",1.29053571428571
20015,"Friday","07",1.35244318181818
20016,"Friday","07",1.46254572055596
20017,"Friday","07",1.45501051156272
20018,"Friday","07",1.40546755237609
20019,"Friday","07",1.66054717463564
20020,"Friday","07",1.6281848004374
20024,"Friday","07",1.23117453347969
20032,"Friday","07",1.37876366694701
20036,"Friday","07",1.451875
20037,"Friday","07",1.32057522123894
20217,"Friday","07",1.230625
20373,"Friday","07",1.1906976744186
20392,"Friday","07",1.56171875
20540,"Friday","07",1.36
20001,"Monday","07",1.58089171974522
20002,"Monday","07",1.67412935323383
20003,"Monday","07",1.5695652173913
20004,"Monday","07",1.25689655172414
20005,"Monday","07",1.54077181208054
20006,"Monday","07",1.36787003610108
20007,"Monday","07",1.63895604395604
20008,"Monday","07",1.62535514421007
20009,"Monday","07",1.72630681818182
20010,"Monday","07",1.69364261168385
20011,"Monday","07",1.52780400089908
20012,"Monday","07",1.40017857142857
20015,"Monday","07",1.45681818181818
20016,"Monday","07",1.5591538749532
20017,"Monday","07",1.56807610993657
20018,"Monday","07",1.52529286474973
20019,"Monday","07",2.04453624733475
20020,"Monday","07",1.85210036650691
20024,"Monday","07",1.27849829351536
20032,"Monday","07",1.66780035335689
20036,"Monday","07",1.56
20037,"Monday","07",1.46238738738739
20217,"Monday","07",1.270625
20373,"Monday","07",1.36528925619835
20392,"Monday","07",1.74434782608696
20540,"Monday","07",1.379375
20001,"Saturday","07",1.25753086419753
20002,"Saturday","07",1.28592057761733
20003,"Saturday","07",1.26935400516796
20004,"Saturday","07",1.04375
20005,"Saturday","07",1.24420168067227
20006,"Saturday","07",1.14838709677419
20007,"Saturday","07",1.2512101210121
20008,"Saturday","07",1.3155939524838
20009,"Saturday","07",1.34368541905855
20010,"Saturday","07",1.4297670405522
20011,"Saturday","07",1.34366292134831
20012,"Saturday","07",1.24633928571429
20015,"Saturday","07",1.25028409090909
20016,"Saturday","07",1.25539676570139
20017,"Saturday","07",1.34252468265162
20018,"Saturday","07",1.22280234416622
20019,"Saturday","07",1.26970024304618
20020,"Saturday","07",1.31936041486603
20024,"Saturday","07",1.12323699421965
20032,"Saturday","07",1.2603302097278
20036,"Saturday","07",1.2525
20037,"Saturday","07",1.21834862385321
20217,"Saturday","07",1.145625
20373,"Saturday","07",1.10948275862069
20392,"Saturday","07",1.36017699115044
20540,"Saturday","07",1.1675
20001,"Sunday","07",1.20662089259441
20002,"Sunday","07",1.14667402704941
20003,"Sunday","07",1.10893133711926
20004,"Sunday","07",1.04144144144144
20005,"Sunday","07",1.20066555740433
20006,"Sunday","07",1.09184397163121
20007,"Sunday","07",1.17404371584699
20008,"Sunday","07",1.18518998272884
20009,"Sunday","07",1.2817094017094
20010,"Sunday","07",1.28423307626392
20011,"Sunday","07",1.14328391734052
20012,"Sunday","07",1.10098214285714
20015,"Sunday","07",1.11073863636364
20016,"Sunday","07",1.18172323759791
20017,"Sunday","07",1.16483050847458
20018,"Sunday","07",1.13351007423118
20019,"Sunday","07",1.1267488608952
20020,"Sunday","07",1.12883628066172
20024,"Sunday","07",1.07373853211009
20032,"Sunday","07",1.14429939077459
20036,"Sunday","07",1.228125
20037,"Sunday","07",1.16681818181818
20217,"Sunday","07",1.1075
20373,"Sunday","07",1.08211382113821
20392,"Sunday","07",1.20086206896552
20540,"Sunday","07",1.08125
20001,"Thursday","07",1.49052350019106
20002,"Thursday","07",1.55129310344828
20003,"Thursday","07",1.45673387096774
20004,"Thursday","07",1.16459627329193
20005,"Thursday","07",1.42
20006,"Thursday","07",1.23085399449036
20007,"Thursday","07",1.50716392751791
20008,"Thursday","07",1.53134839151266
20009,"Thursday","07",1.54401595744681
20010,"Thursday","07",1.46289350301407
20011,"Thursday","07",1.37876884422111
20012,"Thursday","07",1.27664285714286
20015,"Thursday","07",1.31304545454545
20016,"Thursday","07",1.47969438730532
20017,"Thursday","07",1.39887829500841
20018,"Thursday","07",1.35818181818182
20019,"Thursday","07",1.64944604021338
20020,"Thursday","07",1.55287306095696
20024,"Thursday","07",1.21550802139037
20032,"Thursday","07",1.37520297699594
20036,"Thursday","07",1.438
20037,"Thursday","07",1.29982206405694
20217,"Thursday","07",1.227
20373,"Thursday","07",1.18780487804878
20392,"Thursday","07",1.62732919254658
20540,"Thursday","07",1.3295
20001,"Tuesday","07",1.46082071323889
20002,"Tuesday","07",1.53728021978022
20003,"Tuesday","07",1.44328053142565
20004,"Tuesday","07",1.19152542372881
20005,"Tuesday","07",1.37059800664452
20006,"Tuesday","07",1.21469534050179
20007,"Tuesday","07",1.49199346405229
20008,"Tuesday","07",1.51362854686156
20009,"Tuesday","07",1.56914772727273
20010,"Tuesday","07",1.54594142259414
20011,"Tuesday","07",1.36214701927387
20012,"Tuesday","07",1.27214285714286
20015,"Tuesday","07",1.33875
20016,"Tuesday","07",1.43884543761639
20017,"Tuesday","07",1.45221052631579
20018,"Tuesday","07",1.3972530375066
20019,"Tuesday","07",1.51257579752175
20020,"Tuesday","07",1.48627506354137
20024,"Tuesday","07",1.20546075085324
20032,"Tuesday","07",1.40314685314685
20036,"Tuesday","07",1.39625
20037,"Tuesday","07",1.31493212669683
20217,"Tuesday","07",1.28
20373,"Tuesday","07",1.29051724137931
20392,"Tuesday","07",1.65378151260504
20540,"Tuesday","07",1.2825
20001,"Wednesday","07",1.43504854368932
20002,"Wednesday","07",1.4450013620267
20003,"Wednesday","07",1.37031011692933
20004,"Wednesday","07",1.1297520661157
20005,"Wednesday","07",1.36882255389718
20006,"Wednesday","07",1.21056338028169
20007,"Wednesday","07",1.4156820622986
20008,"Wednesday","07",1.51277969018933
20009,"Wednesday","07",1.48280898876404
20010,"Wednesday","07",1.43831932773109
20011,"Wednesday","07",1.42040358744395
20012,"Wednesday","07",1.32633928571429
20015,"Wednesday","07",1.42272727272727
20016,"Wednesday","07",1.46705052005944
20017,"Wednesday","07",1.40886075949367
20018,"Wednesday","07",1.35726184279021
20019,"Wednesday","07",1.49487849490462
20020,"Wednesday","07",1.49994441356309
20024,"Wednesday","07",1.21615472127418
20032,"Wednesday","07",1.37154013015184
20036,"Wednesday","07",1.36125
20037,"Wednesday","07",1.23168539325843
20217,"Wednesday","07",1.24625
20373,"Wednesday","07",1.20162601626016
20392,"Wednesday","07",1.56829268292683
20540,"Wednesday","07",1.31375
20001,"Friday","08",1.791072319202
20002,"Friday","08",1.77804536544385
20003,"Friday","08",1.68473874806001
20004,"Friday","08",1.15526315789474
20005,"Friday","08",1.61683501683502
20006,"Friday","08",1.23568773234201
20007,"Friday","08",1.59282560706402
20008,"Friday","08",1.73268398268398
20009,"Friday","08",1.80417859187178
20010,"Friday","08",1.74066496163683
20011,"Friday","08",1.55798564378645
20012,"Friday","08",1.37526785714286
20015,"Friday","08",1.48732954545455
20016,"Friday","08",1.55060240963855
20017,"Friday","08",1.53898305084746
20018,"Friday","08",1.3827807486631
20019,"Friday","08",1.38787550744249
20020,"Friday","08",1.52724413950829
20024,"Friday","08",1.31258581235698
20032,"Friday","08",1.28186296462159
20036,"Friday","08",1.518125
20037,"Friday","08",1.36960556844548
20217,"Friday","08",1.4725
20373,"Friday","08",1.17631578947368
20392,"Friday","08",1.77844827586207
20540,"Friday","08",1.4975
20001,"Monday","08",1.68056092843327
20002,"Monday","08",1.74699945444626
20003,"Monday","08",1.62316269640142
20004,"Monday","08",1.19606299212598
20005,"Monday","08",1.59375
20006,"Monday","08",1.2472027972028
20007,"Monday","08",1.52354200107009
20008,"Monday","08",1.55804375804376
20009,"Monday","08",1.67749015194147
20010,"Monday","08",1.62476832350463
20011,"Monday","08",1.53975822699799
20012,"Monday","08",1.47446428571429
20015,"Monday","08",1.41625
20016,"Monday","08",1.5434831043446
20017,"Monday","08",1.58925561797753
20018,"Monday","08",1.44671571203363
20019,"Monday","08",1.54396775871035
20020,"Monday","08",1.50844755244755
20024,"Monday","08",1.34357541899441
20032,"Monday","08",1.44301075268817
20036,"Monday","08",1.480625
20037,"Monday","08",1.40178571428571
20217,"Monday","08",1.496875
20373,"Monday","08",1.27734375
20392,"Monday","08",1.6344262295082
20540,"Monday","08",1.464375
20001,"Saturday","08",1.48388834476004
20002,"Saturday","08",1.56642718983145
20003,"Saturday","08",1.52838809034908
