"","lon","lat"
"360",-77.0109454132,38.831578723
"361",-77.0002773323,38.9553016184
"362",-77.0232110973,38.9000629419
"363",-77.0394481247,38.9025308865
"364",-77.0229470414,38.9167186169
"365",-77.0106518893,38.8720415762
"366",-77.0708052492,38.9561074065
"367",-77.043458662,38.9037520662
"368",-76.9501270851,38.8938389208
"369",-77.0091933727,38.9073096102
"370",-77.0074548898,38.9262180194
"371",-77.0365408176,38.9037467886
"372",-76.9476497765,38.8966636722
"373",-77.036526012,38.9096497402
"374",-76.9793675453,38.9058421967
"375",-77.0058749002,38.8764895524
"376",-77.0013167717,38.8212916448
"377",-77.0653416815,38.9684660424
"378",-77.0296247241,38.9126134961
"379",-77.0268608601,38.9675393116
"380",-77.041683345,38.9187513224
"381",-77.0296215012,38.8973467323
"382",-77.0836279895,38.9575681861
"383",-77.0766344005,38.966141905
"384",-77.0400137095,38.9037486518
"385",-77.0570493643,38.9049490862
"386",-76.9910808021,38.933534287
"387",-76.9491626132,38.8951408372
"388",-76.9894864987,38.8334699999
"389",-77.0238287669,38.9348811011
"390",-76.9992149583,38.8428841256
"391",-76.9900750788,38.8414828028
"392",-77.0434712084,38.8983286068
"393",-76.9890096488,38.8665771348
"394",-77.0365228173,38.9103913081
"395",-76.9824263858,38.8644770088
"396",-77.0319537814,38.9191926208
"397",-77.0331782056,38.9346252372
"398",-77.0390234156,38.920293003
"399",-77.0263244643,38.9002247025
"400",-77.0002604217,38.8432824815
"401",-77.006181414,38.8975462563
"402",-76.992430946,38.9192298058
"403",-77.034267801,38.929821423
"404",-77.0280828211,38.8998190069
"405",-77.0364171924,38.9525425956
"406",-77.0090531792,38.9108025556
"407",-76.9384312545,38.8705810644
"408",-77.0737003354,38.9622810518
"409",-76.9559459693,38.8862611609
"410",-77.023225868,38.9319709094
"411",-77.0276441231,38.9553113218
"412",-77.0300529586,38.8920955533
"413",-77.0006758472,38.9333621162
"414",-77.0635610442,38.9442594681
"415",-77.0336552967,38.8920973029
"416",-76.9981473864,38.9004044883
"417",-77.0422300423,38.9207987867
"418",-77.0349775129,38.9236479033
"419",-77.0582553057,38.9053769139
"420",-77.0722854109,38.9273700451
"421",-77.0708951019,38.9052798439
"422",-77.024714768,38.9371287584
"423",-76.9992801267,38.8228388559
"424",-77.0452391097,38.91647177
"425",-77.0052101181,38.8775328359
"426",-77.0149836066,38.9135871706
"427",-77.0284566242,38.8872548512
"428",-77.0106211667,38.9002152048
"429",-77.0364537509,38.934974234
"430",-76.9972309388,38.8307822248
"431",-77.006181414,38.8975462563
"432",-76.9683535999,38.8472065052
"433",-76.9371027043,38.9119121379
"434",-77.0106516724,38.8775339978
"435",-77.0810156677,38.9506672565
"436",-77.025325365,38.907515835
"437",-77.0758041572,38.9497428091
"438",-77.0280857836,38.9170049504
"439",-77.0501197416,38.8960319017
"440",-76.9934751153,38.9014727122
"441",-77.0013167717,38.8212916448
"442",-77.0259594094,38.8838746766
"443",-76.990242485,38.9002086142
"444",-77.0331692395,38.9351860066
"445",-76.9432499508,38.9010921112
"446",-76.9966049308,38.8465435797
"447",-76.9486053508,38.8954786853
"448",-76.994963064,38.9002108049
"449",-77.0296254267,38.9013335621
"450",-77.0799958881,38.9500840421
"451",-77.0041529465,38.8929689241
"452",-76.9754221266,38.8788300977
"453",-77.0501361503,38.897155427
"454",-77.0240290595,38.9384965412
"455",-76.9951981461,38.8621982016
"456",-76.9969165006,38.9220672726
"457",-77.0488260528,38.9006995407
"458",-77.0350103602,38.9109258757
"459",-76.9722385856,38.8537833826
"460",-77.0193907338,38.8965548811
"461",-76.9227736504,38.8913525024
"462",-76.9964209233,38.9278109628
"463",-77.0324058245,38.9174518166
"464",-76.9908217724,38.920868035
"465",-77.043980562,38.919911091
"466",-77.0151881157,38.896136333
"467",-77.0273030793,38.9525852293
"468",-77.0739741963,38.9208722755
"469",-77.0015808472,38.9211362021
"470",-77.0090655419,38.9002156705
"471",-76.9665750059,38.8483095453
"472",-77.0547010902,38.9247240364
"473",-77.0434467424,38.907250971
"474",-76.9757287289,38.8973397695
"475",-77.0168206866,38.9141090237
"476",-77.0297121723,38.9750005064
"477",-76.998994739,38.9067970072
"478",-77.0369736685,38.9066739618
"479",-76.9517645072,38.8921590062
"480",-77.001797209,38.9039944094
"481",-76.9602378306,38.9283671838
"482",-77.0384461544,38.900409887
"483",-77.028083955,38.9043114548
"484",-77.0645384888,38.9053293809
"485",-76.9813433357,38.8461696393
"486",-77.0364946123,38.9170100135
"487",-77.0345791163,38.9037446088
"488",-77.0323681579,38.9157610528
"489",-77.0222101771,38.9158497252
"490",-77.0216638897,38.8989005299
"491",-77.0265364644,38.9395674454
"492",-77.038248115,38.9017298568
"493",-77.0299655655,38.904673413
"494",-77.0269351559,38.9482635043
"495",-77.0216548783,38.9079496944
"496",-77.0020442299,38.8784117034
"497",-76.9781482496,38.9234466069
"498",-77.0406402294,38.9040801401
"499",-76.9858568474,38.9220718627
"500",-77.0257868946,38.9429321201
"501",-77.0187541644,38.9131656665
"502",-77.0259925715,38.9170051647
"503",-77.0306722364,38.9005269533
"504",-77.0280313223,38.9562239474
"505",-77.0176758247,38.9028352419
"506",-77.0106928312,38.9629925621
"507",-77.0438424707,38.8978682587
"508",-77.0283828795,38.8960029913
"509",-76.9870578171,38.8671311324
"510",-77.0218956316,38.9162691226
"511",-76.9855975356,38.9245741602
"512",-77.0296253007,38.9048423663
"513",-76.9537038252,38.8894522334
"514",-76.9398385236,38.8833997581
"515",-77.037265114,38.9364357553
"516",-77.0412619513,38.8970543019
"517",-77.0673272231,38.9507336844
"518",-77.0237545269,38.9166485507
"519",-76.9559459693,38.8862611609
"520",-77.0032388348,38.9129173257
"521",-76.9580320127,38.9172959935
"522",-77.0381310762,38.9040558527
"523",-77.0364787963,38.9286951653
"524",-77.0296215012,38.8973467323
"525",-76.992430946,38.9192298058
"526",-77.0218956316,38.9162691226
"527",-77.038024713,38.9021996255
"528",-77.0349380573,38.9021969861
"529",-76.964891299,38.8766175573
"530",-77.0501111317,38.9052705785
"531",-77.076508911,38.9422236739
"532",-77.0121666402,38.8961303017
"533",-77.0031094643,38.9525437856
"534",-77.0323836772,38.9070236772
"535",-77.0327325161,38.9370860706
"536",-77.0257467277,38.9010251339
"537",-76.9520022115,38.8917880492
"538",-77.0253787331,38.9483038493
"539",-77.0327336417,38.9362714496
"540",-77.0242240135,38.9168373591
"541",-76.9326710063,38.8869731668
"542",-77.0314001275,38.9416314813
"543",-77.0273046221,38.9289063913
"544",-77.0280744893,38.9007520083
"545",-76.9973917698,38.8450965737
"546",-76.9384312545,38.8705810644
"547",-77.0124739909,38.9437589177
"548",-76.9920492724,38.8746296354
"549",-76.9884074443,38.8482733049
"550",-77.0270395438,38.9056549829
"551",-77.0173016471,38.9139409681
"552",-76.985976798,38.9254881028
"553",-77.0838196888,38.9570316969
"554",-77.0094087126,38.9087248693
"555",-76.9864466652,38.9337693187
"556",-77.0296250232,38.9072482669
"557",-77.0381310762,38.9040558527
"558",-77.0091933727,38.9073096102
"559",-76.996175396,38.9255893242
"560",-77.0210954654,38.9153469964
"561",-76.9279594746,38.8918921744
"562",-76.9585672268,38.8685611606
"563",-76.9732210761,38.8725109425
"564",-77.0229790639,38.9291389257
"565",-77.0384791256,38.9149426846
"566",-76.9425981274,38.9005303017
"567",-76.9895337296,38.8632710043
"568",-77.0081912394,38.8981463599
"569",-77.0726786131,38.9126015448
"570",-77.0005830214,38.8764876919
"571",-77.0660392681,38.9586256604
"572",-76.9376041006,38.9001057895
"573",-76.9867607674,38.8329075945
"574",-77.0284928312,38.9276960209
"575",-77.0055410726,38.9097718865
"576",-77.0078145388,38.8321493006
"577",-77.0721226611,38.9496933409
"578",-76.9676270096,38.8478132047
"579",-77.0093416919,38.9207895592
"580",-77.068149526,38.9422745185
"581",-77.022179569,38.9134593689
"582",-77.0032754748,38.907327287
"583",-77.0380138551,38.9309305389
"584",-77.0007838891,38.9203747363
"585",-77.0219249133,38.9199982957
"586",-77.062813777,38.9051844146
"587",-77.0330648822,38.9322542834
"588",-77.0641851293,38.9608113799
"589",-76.9931996471,38.8367151223
"590",-76.9851099684,38.8777232515
"591",-77.0364946123,38.9170100135
"592",-77.0277123678,38.9649614931
"593",-77.0272851397,38.9620783219
"594",-77.0612598044,38.9084633356
"595",-77.0385111215,38.9037501646
"596",-77.0595460309,38.9608100511
"597",-77.0258941963,38.9414124879
"598",-77.0178291003,38.912759265
"599",-77.0084338773,38.8316522605
"600",-77.0277702466,38.9171714098
"601",-77.0296254267,38.9013335621
"602",-76.9915293636,38.9013275528
"603",-77.007935723,38.8323545953
"604",-76.9676194734,38.9271628883
"605",-77.019889638,38.9564567681
"606",-77.0393829883,38.9245074269
"607",-77.0286272072,38.9041927926
"608",-77.0051253734,38.8946312901
"609",-77.0028143848,38.8218884298
"610",-77.0322140651,38.9281758281
"611",-76.9883079627,38.9218341336
"612",-77.0099761816,38.8970570198
"613",-76.9244020623,38.8929648056
"614",-77.031951817,38.9037450543
"615",-77.030030078,38.8925072418
"616",-77.0365478171,38.9013520301
"617",-77.0387560014,38.9139289749
"618",-77.0320553446,38.9250312484
"619",-76.996103354,38.9101673293
"620",-77.0298502621,38.9142818338
"621",-76.9854977094,38.8661166016
"622",-76.9426422231,38.9038998097
"623",-77.0434511797,38.9056636696
"624",-77.0028143848,38.8218884298
"625",-77.0420311053,38.9004218043
"626",-76.9864925698,38.8667862261
"627",-77.0327347791,38.9123725545
"628",-77.0770309709,38.9431700126
"629",-77.0270521575,38.903956318
"630",-77.0319651542,38.9013460174
"631",-77.0284566242,38.8872548512
"632",-77.0077547657,38.915916529
"633",-77.0364490112,38.937434853
"634",-77.002004138,38.8256248017
"635",-77.0143967378,38.8868833126
"636",-76.9319248888,38.890632479
"637",-77.0413596307,38.9060696526
"638",-76.9847529706,38.836026619
"639",-76.9457458425,38.9012452679
"640",-77.0416667877,38.9126159481
"641",-76.9330170053,38.8747108707
"642",-77.034559039,38.9096567344
"643",-76.9879601042,38.832707196
"644",-76.9891631175,38.8666768721
"645",-76.9854674256,38.9101585634
"646",-77.0160576131,38.863697548
"647",-77.0270365154,38.8983238656
"648",-77.0504686074,38.9039571271
"649",-76.9951981461,38.8621982016
"650",-77.0731912181,38.9280781657
"651",-77.0324058245,38.9174518166
"652",-77.0417238844,38.8957043241
"653",-77.0504623949,38.9008794244
"654",-77.0426025701,38.8944528346
"655",-77.0261835993,38.8971113539
"656",-76.9949320031,38.9057834623
"657",-77.0507331503,38.9035712747
"658",-76.9690115618,38.9200208374
"659",-77.0282889757,38.9623927417
"660",-76.9758861455,38.8968133532
"661",-77.0653987328,38.9109284024
"662",-76.9345105126,38.9067519034
"663",-77.0552543102,38.9155188824
"664",-77.0121765541,38.9002065851
"665",-76.9851799508,38.8542790442
"666",-77.0262993266,38.9033345735
"667",-76.9974999433,38.9239075968
"668",-77.061316178,38.9049982578
"669",-76.9926385593,38.828234431
"670",-77.0338196314,38.9030828367
